Hours,contact_10wet,contact_10dry,20_10wet,40_10wet,60_10wet,20_10dry,40_10dry,60_10dry
5.55,103.9479749,165.7,56.60616664,31.85,24.5,65,40.4,25.1
5.56666667,103.0608843,165,56.47915207,31.85,24.5,64.9,40.3,25.1
5.58333333,102.3407274,164.3,56.47915207,31.8,24.45,64.7,40.3,25
5.6,101.5701391,163.5,56.35213914,31.75,24.45,64.5,40.2,25
5.61666667,100.7991187,162.8,56.22512779,31.7,24.35,64.4,40.2,25
5.63333333,100.0276653,162,56.09811798,31.7,24.4,64.2,40.2,25
5.65,99.42379074,161.3,55.97110967,31.7,24.35,64.1,40.1,25
5.66666667,98.41530855,160.6,55.97110967,31.65,24.35,63.9,40.1,25
5.68333333,97.64244308,159.9,55.84410282,31.6,24.35,63.8,40,25
5.7,96.91914152,159.2,55.71709737,31.55,24.35,63.6,40,25
5.71666667,96.19540314,158.5,55.71709737,31.55,24.35,63.5,40,25
5.73333333,95.4212272,157.7,55.59009329,31.55,24.35,63.3,39.9,25
5.75,94.57789083,157.1,55.46309053,31.5,24.35,63.2,39.9,25
5.76666667,93.80272769,156.4,55.46309053,31.45,24.35,63,39.8,25
5.78333333,93.19606665,155.7,55.33608905,31.4,24.35,62.9,39.8,25
5.8,92.4201331,155,55.2090888,31.4,24.3,62.7,39.8,25
5.81666667,91.69375833,154.3,55.2090888,31.4,24.3,62.5,39.7,25
5.83333333,90.96694159,153.6,55.08208974,31.4,24.25,62.4,39.7,25
5.85,90.30903856,152.9,54.95509183,31.35,24.25,62.3,39.6,25
5.86666667,89.58144665,152.3,54.95509183,31.35,24.2,62.1,39.6,25
5.88333333,88.85341077,151.5,54.82809502,31.3,24.2,62,39.6,25
5.9,88.36422613,150.9,54.70109927,31.3,24.2,61.8,39.5,25
5.91666667,87.46577756,150.3,54.70109927,31.2,24.2,61.7,39.5,25
5.93333333,86.85637405,149.5,54.57410454,31.2,24.2,61.5,39.5,25
5.95,86.12677865,148.9,54.44711078,31.15,24.2,61.3,39.4,25
5.96666667,85.39673607,148.3,54.32011796,31.15,24.2,61.2,39.4,25
5.98333333,84.83641022,147.5,54.32011796,31.1,24.15,61.1,39.3,25
6,84.05558333,146.8,54.19312602,31.1,24.15,60.9,39.3,25
6.01666667,83.44466845,146.3,54.19312602,31.1,24.15,60.8,39.2,25
6.03333333,82.83350061,145.6,54.06613492,31.05,24.15,60.6,39.2,25
6.05,82.10154951,144.9,53.93914463,31,24.15,60.5,39.2,25
6.06666667,81.4897903,144.3,53.93914463,31,24.15,60.4,39.1,25
6.08333333,80.75704962,143.6,53.81215509,31,24.15,60.2,39.1,25
6.1,80.19469742,143,53.68516628,30.95,24.15,60.1,39,25
6.11666667,79.58209058,142.3,53.68516628,30.95,24.1,59.9,39,24.9
6.13333333,78.89821819,141.7,53.55817814,30.8,24.05,59.8,39,25
6.15,78.28501606,141,53.55817814,30.8,24,59.6,38.9,24.9
6.16666667,77.7215583,140.4,53.43119063,30.8,24,59.5,38.9,24.9
6.18333333,76.98654983,139.8,53.30420371,30.75,24,59.3,38.9,24.9
6.2,76.37249449,139.2,53.30420371,30.7,24,59.2,38.8,24.9
6.21666667,75.80818256,138.5,53.17721735,30.65,24,59,38.8,24.9
6.23333333,75.19361373,137.9,53.05023149,30.65,24,58.9,38.7,24.9
6.25,74.52878773,137.3,53.05023149,30.65,24,58.8,38.7,24.9
6.26666667,73.96370425,136.8,52.92324609,30.65,24,58.7,38.7,24.9
6.28333333,73.39836301,136.1,52.92324609,30.6,24,58.5,38.6,24.9
6.3,72.73276371,135.5,52.79626112,30.6,23.9,58.4,38.6,24.9
6.31666667,72.04489607,134.9,52.66927653,30.6,23.9,58.3,38.5,24.9
6.33333333,71.42869352,134.3,52.66927653,30.6,23.9,58.1,38.5,24.9
6.35,70.98441461,133.8,52.54229229,30.55,23.9,58,38.5,24.9
6.36666667,70.36778021,133.3,52.54229229,30.5,23.9,57.9,38.4,24.9
6.38333333,69.62853063,132.6,52.41530834,30.45,23.9,57.7,38.4,24.9
6.4,69.18373263,132.1,52.28832466,30.45,23.85,57.6,38.3,24.9
6.41666667,68.56631888,131.4,52.16134119,30.35,23.85,57.5,38.3,24.9
6.43333333,67.99864477,130.9,52.16134119,30.35,23.85,57.3,38.2,24.9
6.45,67.38071001,130.4,52.0343579,30.35,23.85,57.2,38.2,24.9
6.46666667,66.81251433,129.7,52.0343579,30.35,23.85,57,38.2,24.9
6.48333333,66.19405744,129.2,51.90737475,30.3,23.8,56.9,38.1,24.9
6.5,108.2,128.6,51.78039169,30.25,23.85,56.8,38.1,24.9
6.51666797,107.8,128,51.78039169,30.2,23.8,56.6,38,24.9
6.53333464,107.4,127.4,51.65340869,30.2,23.8,56.5,38,24.9
6.55000131,107,126.9,51.65340869,30.2,23.85,56.4,38,24.9
6.56666798,106.6,126.4,51.52642571,30.2,23.8,56.2,37.9,24.9
6.58333465,106.2,125.9,51.52642571,30.15,23.85,56.1,37.9,24.9
6.60000132,105.7,125.3,51.39944271,30.15,23.8,56,37.9,24.9
6.61666799,105.4,124.7,51.27245964,30.05,23.75,55.8,37.8,24.9
6.63333466,104.9,124.1,51.27245964,30.05,23.7,55.7,37.8,24.8
6.65000133,104.5,123.6,51.14547647,30,23.7,55.6,37.7,24.8
6.666668,104.3,123.1,51.01849316,30,23.75,55.4,37.7,24.8
6.68333467,103.8,122.6,50.89150966,30,23.75,55.3,37.6,24.8
6.70000134,103.4,122.1,50.89150966,29.95,23.7,55.2,37.6,24.8
6.71666801,103,121.5,50.76452595,29.9,23.7,55.1,37.6,24.8
6.73333468,102.6,121,50.63754197,29.9,23.65,54.9,37.5,24.7
6.75000135,102.3,120.5,50.63754197,29.85,23.65,54.8,37.5,24.7
6.76666802,102,119.9,50.63754197,29.85,23.65,54.6,37.5,24.7
6.78333469,101.5,119.5,50.5105577,29.8,23.65,54.5,37.4,24.7
6.80000136,101.1,118.9,50.38357309,29.75,23.65,54.4,37.4,24.7
6.81666803,100.8,118.5,50.38357309,29.75,23.65,54.3,37.3,24.7
6.8333347,100.4,118,50.2565881,29.75,23.65,54.1,37.3,24.7
6.85000137,99.9,117.4,50.2565881,29.75,23.55,54,37.3,24.6
6.86666804,99.6,117,50.1296027,29.75,23.55,53.9,37.2,24.7
6.88333471,99.2,116.5,50.1296027,29.6,23.5,53.7,37.2,24.7
6.90000138,98.8,115.9,50.00261684,29.65,23.5,53.6,37.1,24.6
6.91666805,98.4,115.5,50.00261684,29.6,23.5,53.5,37.1,24.6
6.93333472,98.1,115.1,49.8756305,29.55,23.45,53.4,37.1,24.6
6.95000139,97.8,114.5,49.8756305,29.55,23.45,53.2,37,24.6
6.96666806,97.4,114,49.74864363,29.55,23.45,53.1,37,24.6
6.98333473,97,113.5,49.74864363,29.5,23.45,53,37,24.6
7.0000014,96.6,113,49.74864363,29.5,23.4,52.8,36.9,24.5
7.01666807,96.4,112.7,49.62165619,29.45,23.35,52.7,36.9,24.5
7.03333474,96,112.2,49.62165619,29.45,23.4,52.6,36.9,24.5
7.05000141,95.6,111.7,49.49466814,29.4,23.4,52.5,36.8,24.5
7.06666808,95.2,111.3,49.36767946,29.4,23.35,52.4,36.8,24.4
7.08333475,95,110.7,49.36767946,29.4,23.3,52.2,36.8,24.4
7.10000142,94.5,110.3,49.2406901,29.3,23.25,52.1,36.7,24.3
7.11666809,94,109.9,49.2406901,29.25,23.25,52,36.7,24.3
7.13333476,93.5,109.5,49.11370002,29.25,23.25,51.8,36.6,24.3
7.15000143,93.1,109,49.11370002,29.25,23.2,51.7,36.6,24.2
7.1666681,92.6,108.5,48.98670919,29.25,23.2,51.6,36.6,24.2
7.18333477,92.1,108.1,48.98670919,29.15,23.2,51.5,36.5,24.2
7.20000144,91.6,107.7,48.85971758,29.15,23.1,51.3,36.5,24.1
7.21666811,91.2,107.2,48.73272513,29.15,23.1,51.2,36.4,24.1
7.23333478,90.8,106.8,48.73272513,29.05,23.1,51.1,36.4,24.1
7.25000145,90.4,106.4,48.60573183,29.05,23.05,51,36.4,24
7.26666812,89.9,105.9,48.47873763,29,23.05,50.9,36.3,24
7.28333479,89.5,105.5,48.47873763,29,23,50.7,36.3,23.9
7.30000146,89.1,105.1,48.3517425,28.9,23,50.6,36.2,23.9
7.31666813,88.7,104.7,48.22474639,28.9,22.95,50.5,36.2,23.8
7.3333348,88.3,104.2,48.09774929,28.9,22.95,50.4,36.1,23.8
7.35000147,87.8,103.8,48.09774929,28.85,22.95,50.3,36.1,23.8
7.36666814,87.4,103.4,47.97075114,28.8,22.95,50.1,36,23.8
7.38333481,87,102.9,47.84375192,28.8,22.85,50,36,23.7
7.40000148,86.6,102.6,47.84375192,28.75,22.85,49.9,35.9,23.7
7.41666815,86.3,102.2,47.58975011,28.7,22.85,49.8,35.9,23.7
7.43333482,85.9,101.7,47.46274746,28.65,22.85,49.6,35.8,23.7
7.45000149,85.6,101.4,47.46274746,28.6,22.75,49.5,35.8,23.6
7.46666816,85.3,101,47.33574359,28.55,22.75,49.4,35.7,23.6
7.48333483,84.9,100.5,47.33574359,28.55,22.7,49.3,35.7,23.5
7.5000015,84.6,100.1,47.20873847,28.5,22.7,49.2,35.6,23.5
,84.2,,,,,,,
,83.9,,,,,,,
,83.7,,,,,,,
,83.4,,,,,,,
,83,,,,,,,
,82.7,,,,,,,
,82.4,,,,,,,
,82,,,,,,,
,81.7,,,,,,,
,80.5,,,,,,,
,80.7,,,,,,,
,80.1,,,,,,,
,79.6,,,,,,,
,78.9,,,,,,,
,78.3,,,,,,,
,77.7,,,,,,,
,76.5,,,,,,,
,74.3,,,,,,,
,73.9,,,,,,,
,72.8,,,,,,,
,71.1,,,,,,,
,70.8,,,,,,,
,70,,,,,,,
,68.9,,,,,,,
,68.5,,,,,,,
,65.9,,,,,,,
,64.2,,,,,,,
,62.2,,,,,,,
,59.9,,,,,,,
,57.8,,,,,,,
,56.8,,,,,,,
,56.4,,,,,,,
,55.8,,,,,,,
,55.3,,,,,,,
,55.2,,,,,,,
,54.9,,,,,,,
,53.7,,,,,,,
,54.2,,,,,,,
,54,,,,,,,
,53.8,,,,,,,
,53.4,,,,,,,
,53.3,,,,,,,
,53,,,,,,,
,52.7,,,,,,,
,52.5,,,,,,,
,52.1,,,,,,,
,51.9,,,,,,,
,51.7,,,,,,,
,51.5,,,,,,,
,50.9,,,,,,,
,50.9,,,,,,,
,50.8,,,,,,,
,50.6,,,,,,,
,50.4,,,,,,,
,49.5,,,,,,,
,49.4,,,,,,,
,49.6,,,,,,,
,49.5,,,,,,,
,49.4,,,,,,,
,48.9,,,,,,,
,48.8,,,,,,,
,48,,,,,,,
,47.7,,,,,,,
,48.2,,,,,,,
,47.9,,,,,,,
,47.6,,,,,,,
,47.3,,,,,,,
,46.4,,,,,,,
,46.3,,,,,,,
,46,,,,,,,
,45.6,,,,,,,
,45.4,,,,,,,
,45.1,,,,,,,
,44.8,,,,,,,
,44.4,,,,,,,
,44.1,,,,,,,
,43.9,,,,,,,
,43.7,,,,,,,
,43.3,,,,,,,
,43.2,,,,,,,
,43,,,,,,,
,42.8,,,,,,,
,42.5,,,,,,,
,42.3,,,,,,,
,42.1,,,,,,,
,42,,,,,,,
,41.8,,,,,,,
,41.1,,,,,,,
,41.3,,,,,,,
,39.3,,,,,,,
,38.6,,,,,,,
,39.9,,,,,,,
,38.1,,,,,,,
,37.8,,,,,,,
,37.6,,,,,,,
,37.2,,,,,,,
,37,,,,,,,
,39.3,,,,,,,
,39,,,,,,,
,38.8,,,,,,,
,38.6,,,,,,,
,38.4,,,,,,,
,38.1,,,,,,,
,36.5,,,,,,,
,36.3,,,,,,,
,36.2,,,,,,,
,36,,,,,,,
,35.8,,,,,,,
,35.6,,,,,,,
,35.4,,,,,,,
,37,,,,,,,
,36.8,,,,,,,
,36.5,,,,,,,
,36.4,,,,,,,
,36.2,,,,,,,
,36,,,,,,,
,36.3,,,,,,,
,34.6,,,,,,,
,34.6,,,,,,,
,35.5,,,,,,,
,34.1,,,,,,,
,32.3,,,,,,,
,32.1,,,,,,,
,34.9,,,,,,,
,34.8,,,,,,,
,34.5,,,,,,,
,34.3,,,,,,,
,34.2,,,,,,,
,34,,,,,,,
,33.9,,,,,,,
,33.8,,,,,,,
,33.8,,,,,,,
,33.6,,,,,,,
,33.3,,,,,,,
,31.7,,,,,,,
,34.2,,,,,,,
,33.9,,,,,,,
,34.1,,,,,,,
,33.5,,,,,,,
,33.5,,,,,,,
,33.3,,,,,,,
,33,,,,,,,
,32.7,,,,,,,
,32.6,,,,,,,
,32.8,,,,,,,
,33.4,,,,,,,
,33.4,,,,,,,
,33,,,,,,,
,32.7,,,,,,,
,32.1,,,,,,,
,30.8,,,,,,,
,30.5,,,,,,,
,30.8,,,,,,,
,30.6,,,,,,,
,30.4,,,,,,,
,30.3,,,,,,,
,30.3,,,,,,,
,30.3,,,,,,,
,30.3,,,,,,,
,30.3,,,,,,,
,30.1,,,,,,,
,30,,,,,,,
,29.9,,,,,,,
,29.9,,,,,,,
,29.8,,,,,,,
,29.8,,,,,,,
,29.7,,,,,,,
,29.6,,,,,,,
,29.5,,,,,,,
,29.5,,,,,,,
,29.4,,,,,,,
,29.4,,,,,,,
,29.2,,,,,,,
,29.1,,,,,,,
,29.1,,,,,,,
,29.1,,,,,,,
,29.1,,,,,,,
,29.1,,,,,,,
,28.9,,,,,,,
,28.8,,,,,,,
,28.8,,,,,,,
,28.6,,,,,,,
,28.5,,,,,,,
,28.3,,,,,,,
,28.3,,,,,,,
,28.2,,,,,,,
,28.1,,,,,,,
,28.1,,,,,,,
,28.1,,,,,,,
,28,,,,,,,
,27.9,,,,,,,
,27.9,,,,,,,
,27.8,,,,,,,
,27.8,,,,,,,
,27.7,,,,,,,
,27.4,,,,,,,
,27.6,,,,,,,
,27.5,,,,,,,
,27.4,,,,,,,
,27.3,,,,,,,
,27.3,,,,,,,
,27.3,,,,,,,
,27.2,,,,,,,
,27.2,,,,,,,
,27.2,,,,,,,
,27.2,,,,,,,
,27.1,,,,,,,
,27,,,,,,,
,26.9,,,,,,,
,26.9,,,,,,,
,26.9,,,,,,,
,26.9,,,,,,,
,26.8,,,,,,,
,26.7,,,,,,,
,26.7,,,,,,,
,26.6,,,,,,,
,26.5,,,,,,,
,26.5,,,,,,,
,26.4,,,,,,,
,26.4,,,,,,,
,26.3,,,,,,,
,26.3,,,,,,,
,26.2,,,,,,,
,26.4,,,,,,,
,25.9,,,,,,,
,25.7,,,,,,,
,25.5,,,,,,,
,25.5,,,,,,,
,24.8,,,,,,,
,23.5,,,,,,,
,25.6,,,,,,,
,26.2,,,,,,,
,24.4,,,,,,,
,23.7,,,,,,,
,23.7,,,,,,,
,23.8,,,,,,,
,23.8,,,,,,,
,23.9,,,,,,,
,23.8,,,,,,,
,23.7,,,,,,,
,23.8,,,,,,,
,24,,,,,,,
,24,,,,,,,
,23.9,,,,,,,
,23.8,,,,,,,
,23.8,,,,,,,
,23.7,,,,,,,
,23.8,,,,,,,
,23.8,,,,,,,
,23.8,,,,,,,
,23.8,,,,,,,
,23.7,,,,,,,
,23.7,,,,,,,
,23.6,,,,,,,
,23.3,,,,,,,
,23.5,,,,,,,
,23.4,,,,,,,
,23.4,,,,,,,
,23.2,,,,,,,
,23.3,,,,,,,
,23.4,,,,,,,
,23.4,,,,,,,
,23.4,,,,,,,
,23.3,,,,,,,
,23.3,,,,,,,
,23.3,,,,,,,
,22.9,,,,,,,
,22.8,,,,,,,
,23,,,,,,,
,23,,,,,,,
,23,,,,,,,
,22.9,,,,,,,
,22.9,,,,,,,
,22.7,,,,,,,
,22.5,,,,,,,
,22.2,,,,,,,
